context_length,depth,total_token,top_k,label,vanilla_tok_s,vanilla_acc,vanilla_verify,ragged_tok_s,ragged_acc,ragged_verify,e2e_speedup
0,6,31,6,b=6 d=6 tt=31,61.36666666666667,4.711,0.7248,60.9,4.643,0.7220666666666666,0.9924333333333334
0,6,123,24,b=24 d=6 tt=123,61.76666666666667,5.355,0.7341000000000001,60.6,5.361,0.7363666666666667,0.9811333333333333
0,24,123,6,b=6 d=24 tt=123,40.0,5.385000000000001,0.4749666666666667,40.6,5.409,0.4695666666666667,1.015
0,24,494,24,b=24 d=24 tt=494,,,,,,,

context_length,depth,total_token,top_k,config_label,mode,model,eagle_model,prompt,num_tokens,num_steps,wall_ms,tok_per_sec,mean_accepted_per_step,acceptance_rate,mean_verify_ms,verify_fraction
0,6,31,6,b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"As Ao Lie moves to pick up his cup of tea, Macaque notices a bandaged wound on h",263,69,5242.833333333333,50.166666666666664,3.812,0.123,55.316,0.7279666666666667
0,6,31,6,b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Authenticating Guest Users for Firebase using laravel,258,60,4548.766666666666,56.70000000000001,4.3,0.1387,55.11833333333333,0.727
0,6,31,6,b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,How do I visualize the audio waveform and spectrogram of an audio file using Pyt,261,64,4854.133333333333,53.79999999999999,4.078,0.1316,55.17433333333333,0.7274333333333334
0,6,31,6,b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"How to handle ""enum.IntFlag"" and make it compatible with both python 2 and 3?",258,65,4917.566666666667,52.46666666666667,3.969,0.128,55.038333333333334,0.7274666666666666
0,6,31,6,b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,I want you act as best book seller and I will ask you questions. You have to giv,80,20,1549.5666666666666,51.6,4.0,0.129,54.394666666666666,0.7020666666666666
0,6,31,6,b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,Please list the man hours to supply the BSA and 3 companies,264,50,3797.2999999999997,69.5,5.28,0.1703,54.99100000000001,0.7240666666666667
0,6,31,6,b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,"Thanks. Based on this, can you go back to the initial hires again? Which roles d",156,25,1932.5666666666666,80.73333333333333,6.239999999999999,0.2013,54.867,0.7097666666666665
0,6,31,6,b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,What means if my ALB in AWS returns 408 http error?,257,60,4538.733333333334,56.6,4.283,0.1382,54.955000000000005,0.7265
0,6,31,6,b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,can you write a script for youtube video related to hypnosis,260,50,3805.633333333333,68.3,5.2,0.1677,55.13933333333333,0.7244333333333334
0,6,31,6,b=6 d=6 tt=31,ragged,meta-llama/Llama-3.1-8B-Instruct,yuhuili/EAGLE3-LLaMA3.1-Instruct-8B,is decentralized finance just a group of people coming together and pooling thei,258,49,3727.3333333333335,69.2,5.265,0.16980000000000003,55.056999999999995,0.7238000000000001
